x,y,z,timestamp,00:0B:86:96:59:A0,00:0B:86:96:59:A1,00:0B:86:96:59:A2,00:0B:86:96:60:80,00:0B:86:96:60:81,00:0B:86:96:60:82,00:0B:86:96:61:C0,00:0B:86:96:61:C1,00:0B:86:96:61:C2,00:0B:86:96:62:60,00:0B:86:96:62:61,00:0B:86:96:62:62,00:0B:86:96:62:68,00:0B:86:96:62:69,00:0B:86:96:62:6A,00:0B:86:96:63:A0,00:0B:86:96:69:00,00:0B:86:96:69:01,00:0B:86:96:69:02,00:0B:86:96:6F:02,00:0B:86:96:70:C2,00:0B:86:96:75:40,00:0B:86:96:9C:60,00:0B:86:96:9C:61,00:0B:86:96:9C:62,00:0B:86:96:9E:00,00:0B:86:96:A0:41,00:0B:86:96:A0:42,00:11:32:9D:2B:30,00:11:32:9D:30:3A,00:11:32:AD:8C:82,00:11:32:AD:8E:B7,00:11:32:B6:79:9E,00:11:32:B6:7A:25,00:11:32:B6:7A:26,00:11:32:B6:7A:7F,00:11:32:B6:7C:1E,00:11:32:B6:80:33,00:11:32:B6:85:47,00:11:32:B6:85:C9,00:11:32:B6:86:00,00:11:32:B6:87:7C,00:11:32:E3:3A:5B,00:11:32:E3:3A:5C,00:1A:1E:F3:67:A0,00:1D:AA:0F:AC:F8,04:8D:38:04:4E:86,04:8D:38:04:4E:89,04:D4:C4:40:ED:48,04:D4:C4:B5:E5:28,04:D9:F5:12:66:50,04:D9:F5:D9:F4:A0,0A:28:19:84:B7:DF,0C:80:63:03:D2:D6,0C:9D:92:02:8B:20,0C:9D:92:02:8B:40,0C:9D:92:02:8B:4C,0C:9D:92:54:AB:50,10:62:EB:D5:AC:C1,10:62:EB:D5:AC:C3,10:6F:3F:39:48:FE,16:11:32:9D:2B:30,16:11:32:9D:2B:31,16:11:32:9D:30:3A,16:11:32:9D:30:3B,16:11:32:AD:8C:83,16:11:32:B6:7A:7F,16:11:32:B6:7B:24,16:11:32:B6:80:33,16:11:32:B6:85:47,16:11:32:B6:86:00,16:11:32:B6:86:01,16:11:32:B6:87:7C,1C:87:2C:CE:8F:B0,24:4B:FE:E4:03:50,28:ED:E0:C8:39:99,2C:FD:A1:0B:86:30,38:D5:47:1E:82:D4,40:3F:8C:E3:E4:F5,40:9B:CD:A0:2D:18,40:B0:76:34:03:48,40:B0:76:34:03:4C,44:A5:6E:41:9B:BA,44:A5:6E:41:9B:BC,4A:E2:44:27:58:F2,4C:E6:76:22:AE:0C,54:13:79:71:75:B0,60:E3:27:EB:D7:6C,62:70:71:4D:42:59,64:70:02:61:A9:EC,6C:F3:7F:31:F6:E1,6C:F3:7F:31:F6:E2,6C:F3:7F:31:FA:20,6C:F3:7F:31:FA:21,6C:F3:7F:31:FA:22,6C:F3:7F:3A:B7:B0,6C:F3:7F:3A:B7:B1,6C:F3:7F:3A:B7:B2,6C:F3:7F:3A:C1:52,6C:F3:7F:3A:C2:90,6C:F3:7F:3A:C2:91,6C:F3:7F:3A:C2:92,74:DA:38:10:10:60,74:DA:38:D4:E9:80,74:DA:DA:E2:2A:1A,78:D2:94:C5:33:64,84:D8:1B:35:ED:BA,86:2A:FD:78:C5:90,8C:3B:AD:22:02:66,8C:3B:AD:22:02:68,90:9A:4A:09:41:62,90:9A:4A:09:41:63,A2:9A:4A:09:41:64,A2:C9:E3:4B:6C:90,AA:9A:4A:09:41:65,AA:C9:E3:4B:6C:91,B0:6E:BF:3E:C6:B8,B8:27:EB:A2:E0:72,B8:A3:86:57:17:67,C0:C9:E3:4B:6C:9E,C0:C9:E3:4B:6C:9F,D4:5D:64:E0:9F:88,D4:5D:64:E0:9F:8C,D4:5D:64:E1:66:94,D4:EE:07:14:54:72,DA:3B:BF:FC:22:5E,DA:96:F2:A6:23:93,DC:74:A8:FF:5C:8A,DC:FB:02:61:9E:31,DC:FB:02:61:9E:36,F4:28:53:7D:81:EE,F6:28:53:78:81:EE
7.2,7.01,1.005,1621508054.1196456,,,,-71.0,-66.0,-69.0,-69.0,-68.0,-71.0,-73.0,-73.0,-73.0,-75.0,-74.0,-74.0,-66.0,,-73.0,,-78.0,-42.0,,,,,,,,-41.0,-51.0,-35.0,-45.0,,,-88.0,-69.0,,,,,,,-80.0,,,,-59.0,-79.0,,,,,,,-31.0,-74.0,-78.0,,,,,-42.0,-45.0,-50.0,-43.0,-38.0,,,,,,-75.0,,,,,,,,,-58.0,-62.0,-60.0,-70.0,-61.0,,,,,,,,,,,-82.0,-82.0,-80.0,,,,,,,,-85.0,,-60.0,-70.0,-80.0,-76.0,-67.0,-77.0,-71.0,-65.0,-59.0,,,-60.0,-71.0,-58.0,-65.0,,-86.0,,,,,-55.0,-68.0,,
2.32,2.13,1.005,1621502331.4209414,,,,,-69.0,,-72.0,-71.0,-73.0,-61.0,-61.0,-60.0,-77.0,-77.0,-77.0,-75.0,,,,,-49.0,,,,,,,,-32.0,-30.0,-30.0,-50.0,,,-87.0,-51.0,,,,,-59.0,,,,,-74.0,-58.0,-78.0,,-74.0,,,,,-35.0,-76.0,-75.0,,,,,-35.0,-48.0,-30.0,-29.0,-41.0,-51.0,,,,-62.0,-77.0,,,,,,,,,,,,-73.0,-67.0,,,,,,,,,-75.0,-77.0,,,,,,,,,,,-86.0,,,,-77.0,-82.0,-69.0,-81.0,-83.0,-79.0,,,,-66.0,-82.0,,-62.0,-76.0,,,,,,-46.0,-67.0,,
2.32,2.13,1.005,1621502335.8734813,,,,,-69.0,,-66.0,-71.0,-73.0,-61.0,-59.0,-59.0,-74.0,-74.0,-74.0,-75.0,,,,,-49.0,,,,,,,,-32.0,-30.0,-31.0,-50.0,,,-86.0,-50.0,,,,,-59.0,,,,,-74.0,-58.0,-78.0,,-74.0,,,,,-35.0,-75.0,-74.0,,,,,-39.0,-46.0,-30.0,-28.0,-41.0,-51.0,,,,-62.0,-77.0,,,,,,,,,,,,-74.0,-63.0,,,,,,,,-76.0,-76.0,-75.0,,,,,,,,,,,-86.0,,,,-75.0,-82.0,-69.0,-81.0,-82.0,-79.0,,,,-65.0,-83.0,,-62.0,-76.0,,,,,,-45.0,-67.0,,
2.32,2.13,1.005,1621502340.3642304,,,,,-69.0,,-73.0,-71.0,-72.0,-61.0,-59.0,-70.0,-73.0,-73.0,-74.0,-66.0,,,,,-54.0,,,,,,,,-31.0,-30.0,-32.0,-49.0,,,-86.0,-53.0,,,,,-61.0,,,,,-74.0,-60.0,-78.0,,-74.0,,,,,-33.0,-75.0,-74.0,,,,,-39.0,-46.0,-35.0,-28.0,-41.0,-51.0,,,,-62.0,-76.0,,,,,,,,,-59.0,,,-75.0,-64.0,,,,,,,,-76.0,-76.0,-75.0,,,,,,,,-84.0,,,-86.0,,,,-77.0,-82.0,-69.0,-81.0,-81.0,-79.0,-75.0,,,-62.0,-82.0,,-67.0,-76.0,,,,,,-45.0,-68.0,,
2.32,2.13,1.005,1621502344.9596288,,,,,-69.0,,-73.0,-71.0,-72.0,-70.0,-59.0,-68.0,-77.0,-77.0,-76.0,-69.0,,,,,-54.0,,,,,,,,-35.0,-32.0,-34.0,-49.0,,,-86.0,-51.0,,,,,-62.0,,,,,-74.0,-59.0,-77.0,,-74.0,,,,,-34.0,-75.0,-74.0,,,,,-32.0,-46.0,-35.0,-28.0,-42.0,-52.0,,,,-62.0,-76.0,,,,,,,,,-47.0,,-66.0,-75.0,-64.0,,,,,,,,-76.0,-76.0,-75.0,,,,,,,,-84.0,,-89.0,-86.0,,,,-75.0,,,-80.0,-82.0,,-75.0,,,-63.0,-84.0,,-65.0,-75.0,,,,,,-45.0,-67.0,,
2.32,2.13,1.005,1621502349.5541036,,,,,-69.0,,-72.0,-71.0,-72.0,-70.0,-59.0,-68.0,-74.0,-74.0,-74.0,-69.0,,,,,-48.0,,,,,,,,-32.0,-32.0,-30.0,-50.0,,,-86.0,-50.0,,,,-77.0,-62.0,,,,,-74.0,-54.0,-78.0,,-74.0,,,,,-35.0,-75.0,-73.0,,,,,-32.0,-46.0,-30.0,-28.0,-41.0,-52.0,,,,-62.0,-76.0,-78.0,,,,,,,,-57.0,,-65.0,-73.0,-64.0,,,,,,,,-76.0,-76.0,-75.0,,,,,,,,-84.0,,-89.0,-88.0,,,,-74.0,,-69.0,-80.0,-82.0,,-75.0,,,-64.0,-84.0,,-65.0,-76.0,,,,,,-46.0,-68.0,,
5.98,5.79,1.005,1621506277.195276,,,,,,,-72.0,,-72.0,-69.0,-67.0,-83.0,-73.0,-73.0,-73.0,-69.0,,,,,-48.0,,,,,,,,-33.0,-32.0,-33.0,-47.0,,,,,,,,,,,,,,,-68.0,-76.0,,,,,,,-25.0,-70.0,-72.0,,,,,,,-31.0,,-38.0,,,,,,-73.0,,,,,,,,,-53.0,-62.0,-53.0,-70.0,-61.0,,,,,,,,-74.0,-75.0,-74.0,,,,,,,,,,-87.0,,,,,,,,,-77.0,,,-67.0,,-79.0,-78.0,-70.0,,,-84.0,,,,,-52.0,,,
5.98,5.79,1.005,1621506281.371382,,,,,,-73.0,-72.0,,-83.0,-69.0,-67.0,-68.0,-73.0,-73.0,-73.0,-69.0,,,,,-46.0,,,,,,,,-33.0,-32.0,-35.0,-46.0,,,,,,,,,,,,,,,-56.0,-78.0,,,,,,,-27.0,-66.0,-71.0,,,,,-34.0,,-32.0,,-38.0,,,,,,-74.0,,,,,,-88.0,,,-52.0,-60.0,-55.0,-69.0,-66.0,,,,,,,,-74.0,-74.0,-74.0,,,,,,,,,,-87.0,,,-57.0,,,,,,-77.0,,,-69.0,,-68.0,-77.0,-70.0,,,-85.0,,,,,-52.0,-71.0,,
5.98,5.79,1.005,1621506285.6013439,,,,,,-73.0,-72.0,-71.0,-83.0,-69.0,-69.0,-68.0,-73.0,-73.0,-73.0,-69.0,,,,,-51.0,,,,,,,,-33.0,-34.0,-35.0,-47.0,,,,,,,,,,,,,,,-58.0,-78.0,,,,,,,-25.0,-66.0,-70.0,,,,,-34.0,,-36.0,,-38.0,,,,,,-73.0,,,,,,-88.0,,,-56.0,-62.0,-55.0,-70.0,-64.0,,,,,,,,-69.0,-74.0,-72.0,,,,,,,,,,-87.0,,,-57.0,,,,,,-77.0,,-70.0,-69.0,,-66.0,-78.0,-70.0,,,-85.0,,,,,-58.0,-71.0,,
5.98,5.79,1.005,1621506289.8752556,,,,,,-73.0,-71.0,-71.0,-72.0,-69.0,-69.0,-64.0,-73.0,-73.0,-73.0,-72.0,,,,,-49.0,,,,,,,,-32.0,-37.0,-38.0,-46.0,,,,,,,,,-70.0,,,,-77.0,,-56.0,-77.0,,,,,,,-26.0,-66.0,-71.0,,,,,-37.0,-42.0,-38.0,-44.0,-38.0,,,,,,-73.0,,,,,,-88.0,,,-66.0,-60.0,-56.0,-69.0,-61.0,,,,,,,,-69.0,-74.0,-73.0,,,,,,,,,,-87.0,-86.0,,-57.0,,,,,,-76.0,,-70.0,-69.0,,-68.0,-76.0,-70.0,,,-86.0,,,,,-52.0,-71.0,,
3.54,2.13,1.005,1621502215.2129366,,,,-72.0,,-77.0,-71.0,-73.0,-66.0,-70.0,-68.0,-74.0,-84.0,-84.0,-84.0,-68.0,,,,,-46.0,,,,,,,,-34.0,-27.0,-31.0,-48.0,,,,-51.0,,,,,-62.0,,,,,-72.0,-62.0,-77.0,,,,,,,-32.0,-77.0,-73.0,,,,,,-45.0,-24.0,-31.0,-47.0,-52.0,,,,-62.0,-67.0,-78.0,,-73.0,,,,,,-52.0,-70.0,-56.0,-74.0,-59.0,,,,,,,,,,,,-81.0,,,,,,,,-85.0,-83.0,,,,-82.0,,-72.0,,-82.0,-75.0,,,,-65.0,-81.0,,-65.0,-72.0,,,,,,-54.0,-72.0,,
3.54,2.13,1.005,1621502219.6876276,,,,-77.0,,-77.0,-72.0,-65.0,-66.0,-67.0,-61.0,-76.0,-84.0,-85.0,-84.0,-65.0,,,,,-46.0,,,,,,,,-35.0,-31.0,-31.0,-70.0,,,,-51.0,,,,,-62.0,,-75.0,,,-72.0,-62.0,-78.0,,,,,,,-32.0,-64.0,-74.0,,,,,,-44.0,-26.0,-31.0,-47.0,-52.0,,,,-62.0,-67.0,-78.0,,-73.0,,,,,,-51.0,-69.0,-56.0,-74.0,-56.0,,,,,,,,,-76.0,,,-81.0,,,,,,,,-85.0,-83.0,,,,-80.0,,-72.0,,-81.0,-75.0,,,,-73.0,-81.0,,-65.0,-72.0,,,,,,-54.0,-71.0,,
3.54,2.13,1.005,1621502224.2358205,,,,-77.0,,-77.0,-72.0,-65.0,-66.0,-64.0,-61.0,-76.0,-85.0,-84.0,-85.0,-70.0,,,,,-48.0,,,,,,,,-34.0,-24.0,-31.0,-52.0,,-77.0,,-52.0,,,,,-66.0,,-75.0,,,-72.0,-65.0,-80.0,,,,,,,-35.0,-73.0,-72.0,-83.0,,,,-34.0,-45.0,-26.0,-31.0,-46.0,-52.0,,,,-62.0,-67.0,-78.0,,-73.0,,,,,,-52.0,-70.0,-56.0,-75.0,-62.0,,,,,,,,,-72.0,-73.0,,-81.0,,,,,,,,-85.0,-84.0,,,,-80.0,,-73.0,,-82.0,-73.0,,,,-84.0,-81.0,,-65.0,-72.0,,,,,,-54.0,-70.0,,
3.54,2.13,1.005,1621502228.834794,,,,-77.0,,-77.0,-71.0,-72.0,-66.0,-66.0,-61.0,-63.0,-88.0,-84.0,-88.0,-70.0,,,,,-46.0,,,,,,,,-40.0,-25.0,-30.0,-52.0,,-77.0,,-54.0,,,,,-66.0,,-75.0,,,,-66.0,-80.0,,,,,,,-30.0,-73.0,-74.0,-83.0,,,,-34.0,-45.0,-26.0,-31.0,-46.0,-55.0,,,,-66.0,-72.0,,,-73.0,,,,,,-52.0,-71.0,,-74.0,-62.0,,,,,,,,-69.0,-72.0,-75.0,,-81.0,,,,,,,,-85.0,-84.0,,,,-81.0,-83.0,-73.0,-84.0,-82.0,-73.0,,,,-67.0,-83.0,,-61.0,-72.0,,,,,,-55.0,-70.0,,
3.54,2.13,1.005,1621502233.308326,,,,-77.0,,-77.0,-73.0,-71.0,-73.0,-67.0,-66.0,-66.0,-85.0,-85.0,-86.0,-68.0,,,,,-51.0,,,,,,,,-36.0,-25.0,-32.0,-53.0,,-77.0,,-51.0,,-68.0,,,-68.0,,-75.0,,,,-66.0,-77.0,,,,,,,-29.0,-73.0,-74.0,-83.0,,,,-34.0,-45.0,-26.0,-31.0,-46.0,-54.0,,,,-66.0,-73.0,,,-73.0,,,,,,-51.0,-69.0,-60.0,-72.0,-60.0,,,,,,,,-69.0,-72.0,-75.0,,-81.0,,,,,,,,-86.0,-84.0,,-58.0,,-82.0,-83.0,-73.0,-84.0,-81.0,-73.0,,,,-65.0,-80.0,,-64.0,-72.0,,,,,,-55.0,-73.0,,
3.54,5.79,1.005,1621506018.2134695,,,,,-82.0,,,-64.0,-66.0,-68.0,-69.0,-70.0,,,,-59.0,,,,,-49.0,,,,,,,,-35.0,-33.0,-28.0,-55.0,,,,-57.0,,,,,-68.0,,,,-81.0,,-53.0,-74.0,,-71.0,,,,,-37.0,,-76.0,,,,,-36.0,,-34.0,-41.0,-39.0,,,-70.0,,,,,,,,,,,,-42.0,-59.0,-62.0,,-67.0,,,,,,,,,,,,,,,,,,,,,-86.0,-83.0,,-59.0,-74.0,,,,,,,,,-63.0,,-67.0,,-80.0,,,,,,-54.0,-73.0,,
3.54,5.79,1.005,1621506022.469627,,,-77.0,-81.0,-82.0,,,-68.0,-63.0,-68.0,-69.0,-70.0,,,,-67.0,,,,,-49.0,,,,,,,,-28.0,-35.0,-26.0,-53.0,,,,-59.0,,,,,-68.0,,,,-81.0,,-54.0,-75.0,,-71.0,,,,,-35.0,-79.0,-74.0,,,,,-36.0,,-39.0,-41.0,-39.0,-60.0,,-70.0,,,-68.0,,,,,,,,,-42.0,-59.0,-62.0,-72.0,-67.0,,,,,,,,-74.0,,-74.0,,,,,,,,,,,-86.0,-83.0,,-59.0,-74.0,,,,-78.0,,,,,-61.0,-77.0,-67.0,-61.0,-80.0,,,,,,-54.0,-73.0,,
3.54,5.79,1.005,1621506026.6986153,,,-77.0,-81.0,-82.0,,-66.0,-70.0,-64.0,-72.0,-69.0,-67.0,,,-89.0,-65.0,,,,,-47.0,,,,,,,,-30.0,-34.0,-27.0,-55.0,,,-87.0,-58.0,,,,,-68.0,,,,-81.0,-67.0,-55.0,-74.0,,-70.0,,,,,-36.0,-79.0,-75.0,,,,,-34.0,-44.0,-35.0,-40.0,-39.0,-60.0,,-70.0,,,-68.0,,,,,,,,,-41.0,-59.0,-62.0,-72.0,-67.0,,,,,,,,-74.0,,-74.0,-81.0,,,,,,,,,-88.0,-85.0,-82.0,,-59.0,-74.0,,,,-78.0,,,,,-59.0,-77.0,-67.0,-65.0,-80.0,,,,,,-50.0,-73.0,,
3.54,5.79,1.005,1621506034.7320619,,,-77.0,-81.0,-82.0,-80.0,-64.0,-66.0,-61.0,-72.0,-69.0,-67.0,,,-89.0,-56.0,,,,,-48.0,,,,,,,,-33.0,-34.0,-27.0,-56.0,,,-87.0,-58.0,,-71.0,,,-68.0,,,,-81.0,-67.0,-56.0,-74.0,,-70.0,,,,,-33.0,-79.0,-75.0,,,,,-33.0,-44.0,-33.0,-40.0,-39.0,-59.0,,-70.0,,,-69.0,,,,,,,,,-42.0,-59.0,-61.0,-72.0,-62.0,,,,,,,,-73.0,-76.0,-74.0,-81.0,,,,,,,,,-86.0,-85.0,-82.0,,-56.0,-75.0,,-68.0,,-78.0,,,,,-61.0,-77.0,-67.0,-65.0,-80.0,,,,,,-56.0,-72.0,,
3.54,4.57,1.005,1621505410.8868759,,,,-79.0,,,,,-79.0,-64.0,-67.0,,-73.0,-73.0,-73.0,-54.0,,,,,-50.0,,,,,,,,-35.0,-25.0,-31.0,-54.0,,,,-60.0,,-74.0,,,,,,,,,-50.0,-80.0,,-70.0,,,,,-33.0,-67.0,-71.0,,,,,,,,,-39.0,-56.0,,,,,,,,-82.0,,,-88.0,,,-49.0,-58.0,-64.0,-73.0,-57.0,,,,,,,,,,,,,,,,,,,,,,-78.0,,,-69.0,,,,-79.0,,,,,-59.0,-79.0,-84.0,-58.0,,,,,,,-53.0,-72.0,,
3.54,4.57,1.005,1621505415.052238,,,,-79.0,,,,,-66.0,-67.0,-67.0,,-73.0,-73.0,-73.0,-53.0,,,,,-56.0,,,,,,,,-34.0,-26.0,-30.0,-49.0,,,,-61.0,,-74.0,,,,,,,,,-50.0,-77.0,,-71.0,,,,,-33.0,-67.0,-71.0,,,,,,,,,-39.0,-56.0,,,,,,,,-82.0,,,-87.0,,,-50.0,-58.0,-64.0,-73.0,-56.0,,,,,,,,,,,,,,,,,,,,,,-81.0,,,-70.0,,,,-80.0,,,,,-63.0,-81.0,-75.0,-57.0,,,,,,,-51.0,-72.0,,
3.54,4.57,1.005,1621505419.2634225,,,,-79.0,-78.0,,-72.0,-65.0,-66.0,-79.0,-67.0,,-74.0,-74.0,-74.0,-53.0,,,,,-48.0,,,,,,,,-34.0,-25.0,-31.0,-50.0,,-77.0,,-56.0,,-74.0,,,,,-70.0,,,,-53.0,-79.0,,-71.0,,,,,-32.0,-67.0,-71.0,,,,,-36.0,-50.0,-25.0,,-39.0,-56.0,,,,,,,,-82.0,,,-87.0,,,-51.0,-58.0,-63.0,-73.0,-57.0,,,,,,,,-73.0,-74.0,-73.0,,,,,,,,,,-86.0,-83.0,-79.0,,,-70.0,,,,-80.0,,,,,-73.0,-79.0,-75.0,-58.0,,,,,,,-51.0,-73.0,,
3.54,4.57,1.005,1621505423.5177426,,,-79.0,-79.0,-78.0,,-72.0,-65.0,-66.0,-66.0,-67.0,,-74.0,-74.0,-74.0,-53.0,,,,,-48.0,,,,,,,,-35.0,-26.0,-31.0,-50.0,,-77.0,,-56.0,,-69.0,,,,,-70.0,,,,-53.0,-79.0,,-71.0,,,-80.0,,-32.0,-66.0,-71.0,,,,,-36.0,-50.0,-25.0,,-39.0,-56.0,,,,,-71.0,,,-82.0,,,-86.0,,,-60.0,-58.0,-62.0,-73.0,-59.0,,,,,,,,-73.0,-74.0,-73.0,,,,,,,,,,-87.0,-83.0,-79.0,,,-70.0,,-78.0,,-79.0,,,,,-64.0,-79.0,-74.0,-58.0,,,,,,,-52.0,-72.0,,
3.54,4.57,1.005,1621505427.8596516,,,-79.0,-79.0,-78.0,,-72.0,-65.0,-66.0,-61.0,-62.0,,-74.0,-74.0,-74.0,-63.0,,,,,-54.0,,,,,,,,-33.0,-25.0,-31.0,-50.0,,-77.0,-86.0,-58.0,,-69.0,,,,,-70.0,,,,-61.0,-78.0,,-71.0,,,-80.0,,-33.0,-64.0,-71.0,,,,,-34.0,-49.0,-25.0,-34.0,-39.0,-53.0,,,,,-71.0,,,-82.0,,,-87.0,,,-50.0,-58.0,-62.0,-73.0,-63.0,,,,,,,,-73.0,-74.0,-73.0,,,,,,,,,,-87.0,-83.0,-80.0,-62.0,,-69.0,,-78.0,,-80.0,,,,,-65.0,-79.0,-74.0,-57.0,,,,,,,-51.0,-72.0,,
4.76,3.35,1.005,1621502980.2972546,,,,,,,,-68.0,-71.0,,-74.0,,-81.0,-80.0,-81.0,-71.0,,,,,-53.0,,,,,,,,-31.0,-35.0,-32.0,-48.0,,,-86.0,-64.0,,,,,-59.0,,,,,,-64.0,-80.0,,-71.0,,,,,-28.0,,-71.0,,,,,-34.0,-46.0,-34.0,-44.0,-38.0,-63.0,,,,,,,,,,,,,,-45.0,-61.0,,-68.0,-58.0,,,,,,,,-80.0,-71.0,,,,,,,,,,,,-85.0,,-56.0,-62.0,-71.0,-80.0,-83.0,-81.0,-78.0,,,,,-58.0,-78.0,-73.0,-61.0,-74.0,,,,,,-51.0,-70.0,,
4.76,3.35,1.005,1621502984.7677054,,,,,,,,-69.0,-71.0,,-74.0,,-80.0,-80.0,-80.0,-73.0,,,,,-45.0,,,,,,,,-34.0,-35.0,-30.0,-49.0,,,-86.0,-62.0,,,,,-59.0,,,,,,-63.0,-83.0,,-69.0,,,,,-27.0,,-71.0,,,,,-33.0,-46.0,-34.0,-44.0,-38.0,-65.0,,,,,,-76.0,,,,,,,,-42.0,-61.0,,-68.0,-58.0,,,,,,,,-80.0,-77.0,,,,,,,,,,,,-85.0,,-56.0,-61.0,-70.0,-80.0,-83.0,-79.0,-80.0,,,,,-60.0,-79.0,-63.0,-61.0,-76.0,,,,,,-52.0,-71.0,,
4.76,3.35,1.005,1621502989.1644175,,,,,,,-67.0,-68.0,-67.0,,-74.0,,-86.0,-86.0,-88.0,-61.0,,,,-79.0,-52.0,,,,,,,,-34.0,-41.0,-31.0,-48.0,,,-86.0,-66.0,,-69.0,,,-67.0,,,,,-73.0,-62.0,-83.0,,-69.0,,,,,-27.0,-70.0,-71.0,,,,,-33.0,-46.0,-34.0,-44.0,-38.0,-65.0,,,,,-73.0,-76.0,,,,,,,,-44.0,-61.0,,-68.0,-58.0,,,,,,,,-80.0,-77.0,-71.0,,,,,,,,,,-83.0,-85.0,,-55.0,-61.0,-70.0,-80.0,-83.0,-80.0,-79.0,,,,,-59.0,-79.0,-63.0,-59.0,-77.0,,,,,,-50.0,-70.0,,
4.76,3.35,1.005,1621502993.5081224,,,,,,,-68.0,-68.0,-66.0,,-74.0,,-81.0,-80.0,-81.0,-60.0,,,,-79.0,-45.0,,,,,,,-80.0,-32.0,-38.0,-31.0,-53.0,,,-86.0,-63.0,,-69.0,,,-67.0,,,,,-73.0,-52.0,-81.0,,-63.0,,,,,-26.0,-69.0,-70.0,,,,,-33.0,-46.0,-34.0,-44.0,-38.0,-65.0,,,,,-73.0,-76.0,,-74.0,,,,,,-45.0,-61.0,,-68.0,-57.0,,,,,,,,-80.0,-71.0,-72.0,,,,,,,,,,-82.0,-85.0,,-55.0,-61.0,-70.0,-79.0,-83.0,-79.0,-78.0,,,,,-58.0,-80.0,-63.0,-63.0,-77.0,,,,,,-50.0,-70.0,,
4.76,3.35,1.005,1621502997.943967,,,,,,,-69.0,-65.0,-64.0,-66.0,-78.0,-67.0,-87.0,-85.0,-84.0,-69.0,,,,-79.0,-51.0,,,,,,,-80.0,-32.0,-39.0,-31.0,-48.0,,,-86.0,-60.0,,-69.0,,,-67.0,,,,,-73.0,-52.0,-81.0,,-71.0,,,,,-28.0,-69.0,-71.0,-79.0,,,,-33.0,-46.0,-34.0,-43.0,-39.0,-65.0,,,,,-73.0,-76.0,,-74.0,,,,,,-43.0,-61.0,,-68.0,-57.0,,,,,,,,-72.0,-76.0,-72.0,,,,,,,,,,-82.0,-85.0,,-55.0,-61.0,-70.0,-80.0,-80.0,-80.0,-79.0,,,,,-60.0,-79.0,-63.0,-63.0,-77.0,,,,,,-50.0,-70.0,,
5.98,7.01,1.005,1621508138.89414,,-79.0,-79.0,-74.0,,-73.0,-66.0,-66.0,-65.0,,,-72.0,-82.0,-82.0,-81.0,-69.0,,,,-79.0,-48.0,,,,,,,,-32.0,-36.0,-37.0,-50.0,,,-89.0,-62.0,,-74.0,,,-57.0,,,,-76.0,,-59.0,-78.0,,,,,,,-32.0,-70.0,-71.0,,,,,-32.0,,,-47.0,-38.0,-61.0,,,,,,,,,,,,,,-49.0,-61.0,-62.0,-72.0,,,,,,,,,,,,,,,,,,,,,,-88.0,-81.0,-53.0,,,-81.0,,-82.0,,,,,,-59.0,,-71.0,-57.0,,,,,,,-58.0,-69.0,,
5.98,7.01,1.005,1621508143.3464918,,-79.0,-79.0,-75.0,-74.0,-79.0,-66.0,-55.0,-65.0,,,-72.0,-82.0,-82.0,-81.0,-69.0,,,,-79.0,-49.0,,,,,,,,-31.0,-42.0,-37.0,-50.0,,,-89.0,-60.0,,-74.0,,,-57.0,,,,-75.0,,-56.0,-74.0,,,,,,,-32.0,-69.0,-72.0,,,,,-32.0,-47.0,-38.0,-47.0,-38.0,-61.0,,,,,-69.0,,,,,,,,,-49.0,-61.0,-59.0,-72.0,-67.0,,,,,,,,-76.0,-76.0,-75.0,,,,,,,,,,,-88.0,-81.0,-53.0,,,-81.0,,-82.0,-77.0,,,,,-59.0,-78.0,-71.0,-56.0,,,,,,,-58.0,-69.0,,
5.98,7.01,1.005,1621508147.8839858,,-79.0,-80.0,-75.0,-74.0,-75.0,-66.0,-55.0,-65.0,-76.0,,-72.0,-82.0,-81.0,-82.0,-73.0,,,,-79.0,-45.0,,,,,,,,-33.0,-42.0,-35.0,-50.0,,,-89.0,-58.0,,-74.0,,,-57.0,,,,-75.0,,-55.0,-77.0,,,,,,,-33.0,-65.0,-72.0,,,,,-32.0,-44.0,-38.0,-47.0,-38.0,-61.0,,,,,-69.0,,,,,,,,,-48.0,-62.0,-59.0,-72.0,-55.0,,,,,,,,-76.0,-76.0,-75.0,,,,,,,,,,,-88.0,-81.0,-53.0,,,-81.0,-70.0,-82.0,-76.0,,,,,-60.0,-77.0,-71.0,-56.0,,,,,,,-62.0,-69.0,,
5.98,7.01,1.005,1621508152.3838086,,-79.0,-80.0,-75.0,-75.0,-75.0,-66.0,-55.0,-65.0,-83.0,-81.0,-72.0,-82.0,-82.0,-82.0,-70.0,,-75.0,-75.0,-79.0,-47.0,,,,,,,,-31.0,-40.0,-42.0,-47.0,,,-89.0,-58.0,,-69.0,,,-57.0,,,,-81.0,,-56.0,-77.0,,,,,,,-32.0,-65.0,-76.0,,,,,-31.0,-44.0,-37.0,-47.0,-38.0,-61.0,,,,,-69.0,,,,,,,,,-50.0,-61.0,-60.0,-72.0,-54.0,,,,,-81.0,,,-80.0,-75.0,-75.0,,,,,,,,,,,-88.0,-81.0,-53.0,,,-81.0,-71.0,-82.0,-76.0,,,,,-59.0,-76.0,-76.0,-57.0,,,,,,,-61.0,-69.0,,
